animal,big,bristles,bristly,brushy,bushy,circular,coarse,coat,course,curly,feathers,fine,flat,fleece,fluff,fluffy,fur,fuzz,hair,hide,humanlike,leather,leathery,light,long,medium,rough,rubber,rubbery,scales,scaly,shaggy,shoft,short,silk,skin,slick,slimy,slippery,small,smooth,soft,softskin,sparse,thick,thin,tough,valuable,wet,wiry,wool,wooly,wrinkled
killerwhale,0.2218861559906397,0.299901240852034,0.3231301911266518,0.30600202950695266,0.31014377473091187,0.17192129597504355,0.2029674734346693,0.18240838424295194,0.09762325622261617,0.16107600746838088,0.321517053336102,0.06965224677804069,0.1358181082214577,0.204904536984809,0.20180521857594563,0.2173767708804496,0.29131675529529266,0.21440320038474284,0.22800229245596815,0.21395491843406947,0.2531015838547143,0.19727341884915184,0.3092907127328365,0.11469266864354727,0.19908555423552265,0.08688535950657301,0.20586819661382408,0.09091910404975258,0.19216732609480452,0.2409394555511036,0.27279819155563106,0.29377270404168776,0.2549637644903078,0.13344872793101098,0.16761381775571482,0.26418127943976927,0.19526702078087052,0.22296074957216444,0.08877743922257102,0.2412400099605213,0.18370009281959895,0.13147918774987555,0.14036935411358364,0.21316615701637776,0.2285859819594306,0.17963973625456134,0.1275410148456687,0.10406920081837846,0.10928337555608128,0.16558318688895968,0.19453200173099727,0.24133960712977648,0.19503076594658209
lion,0.29217980404980204,0.17934624437350996,0.15718483874112776,0.14888802982133467,0.24669864361031352,0.1701495159662934,0.09015672608925226,0.35911345611919854,0.08363075683137633,0.21724882767880266,0.24705769937294234,0.08992459613707976,0.06608126341705307,0.4025178478271288,0.06411768444899858,0.2134466330305305,0.22864423534315018,0.15545456068202473,0.19876550579352306,0.23710940349844425,0.3056371662390481,0.20089832610836225,0.13203701664021247,0.183955851103028,0.12182839275873016,0.0964797367486333,0.21196665284405175,0.11048890327141965,0.15375361289024922,0.12235598965060873,0.23870450082828895,0.2730599698340443,0.18680776004388241,0.15131545411937133,0.2141111339079539,0.2704912967438518,0.15592927392091366,0.1352389266375098,0.13804185685674786,0.20312705458317426,0.13790675651190218,0.15966709319501934,0.1883916315361989,0.09991727587641934,0.1485590128871137,0.1330246070395529,0.15004342726752534,0.11433029923832219,0.15333090910500483,0.16966903186541196,0.18664387934384372,0.30375459531362203,0.22190199207741157
llama,0.26368115116048024,0.23035209528742925,0.19872986262638243,0.21595558969039197,0.20155253693965497,0.14957886459819436,0.1772454059812201,0.21976591450490918,0.10593274702149899,0.22374480627082532,0.3448563272538471,0.14416217858052321,0.11066192491787152,0.2813239629108574,0.28052092106444887,0.3525909580094266,0.26311759704965515,0.2607557195844951,0.2226674835930643,0.21103388952558638,0.31504759237373897,0.29230396634333233,0.1202395382195954,0.15524104245294232,0.16612775813301317,0.14778026948007797,0.15963381581686079,0.20958246852297488,0.24487766486826082,0.06361299605424564,0.14752663021990434,0.26209023902679834,0.19969975726591863,0.19186443523475438,0.19441354543176323,0.23563907028015213,0.18600600236690548,0.08484385652033723,0.1882714157419772,0.18420679040642315,0.09711258313273886,0.2070379295518896,0.13519743215502963,0.12432459400913567,0.15949047363920704,0.13107949348372355,0.1611115346974846,0.16307239470028476,0.20664326610261102,0.10117055318065946,0.3718243888640821,0.37806427028899864,0.19455679894569242
mammoth,0.3582466765842699,0.24391721882782774,0.25996559833789085,0.369721369070909,0.2846573952290596,0.13335870983355944,0.21367261915645028,0.1523650951293539,0.13069596960851054,0.1821184608409163,0.23308803806615322,0.1351908740446962,0.23171611387086308,0.2697421991019117,0.20870410319558705,0.27420558367578024,0.2573268952678245,0.2940104975433837,0.26086833952323935,0.227240867634495,0.34099085151747494,0.24877753718403608,0.24632173408093241,0.1526568733284664,0.20081432478841116,0.13396870054339166,0.2730714992954974,0.18804302385932609,0.25258712751161605,0.14187760299618143,0.24909678443858427,0.31483978279077585,0.1632671379596698,0.2649795108646963,0.18736795496588426,0.22465978881943513,0.32239352082117445,0.27557585145380586,0.24866963806911482,0.22838103208900942,0.15055754389006426,0.20468565489353796,0.24180601366209473,0.2750190074663359,0.24165609159427803,0.21209618914145922,0.2219457439188808,0.2235344381532138,0.2306161416444452,0.2480797448372208,0.1912657540392656,0.47137651669829483,0.2389814292326793
panda,0.31628592336938693,0.2096146962206894,0.18980406380053605,0.1597275666092039,0.212211551164732,0.08366507822921165,0.05439075767904031,0.08963173581437658,0.09805786376766645,0.17554003183256525,0.18518714193845384,0.20803045685413044,0.05317339123849317,0.11388445237316283,0.2368753300096372,0.34017045107182814,0.20945693820525102,0.2996166402351204,0.2135111157051579,0.27196835011963894,0.2793939684325219,0.16820685003234387,0.13871483351037267,0.10476828715973499,0.08733921463903674,0.08368553206095782,0.187832023726002,0.19832970693683818,0.2426454823922315,0.07389910741981517,0.17776337949200532,0.3183477075408956,0.09685916023357463,0.1821510774413681,0.15341994511995286,0.2602315624380103,0.2709651824324908,0.1901328842121092,0.20436697299809956,0.17823341190401412,0.1278641754016695,0.21684251773675065,0.2905723970944798,0.14963806506310298,0.13679608723477032,0.1789059803836968,0.1923859350684014,0.14125238000019444,0.18188607953980726,0.15179838032634807,0.06484300047086208,0.34848448795241144,0.22223822383485795
panther,0.2922015411685857,0.19601042653661357,0.20226161381466187,0.2576043736969519,0.2546762450692661,0.06630927181649598,0.11620574770281061,0.197775519793324,0.12175687843012482,0.2315394458158739,0.23649730113853243,0.05832857302166689,0.07727881831390018,0.2404055938468052,0.1198531200036433,0.24057828679682375,0.25245335665166235,0.14802712484868463,0.2719422163217859,0.20743260371055028,0.25807651499038475,0.2944608748222534,0.21402488799349279,0.19878747471650624,0.16393876743414856,0.16479570681673808,0.16625754211944238,0.20779691510324216,0.17934728027552282,0.1369907994027701,0.2099034725452565,0.2897208681099426,0.18021277681304612,0.21175590996273122,0.15917457258833353,0.286410953940843,0.2580244784489647,0.23678337054666285,0.20811108310770438,0.13358406950322482,0.1405905136560699,0.20100039449577953,0.31408354590138327,0.08908968277250436,0.2148540216658096,0.18594018673800985,0.2589650468019021,0.14139784897834973,0.149966299022933,0.14730343184587236,0.10583653662085052,0.2961370690904882,0.19745000718527034
pig,0.30354083278689065,0.30416122228244097,0.2700684308793354,0.2767530347801185,0.3008412197107203,0.17931924123497947,0.30180786079266064,0.31219030060122505,0.18666552911625814,0.3409039166146391,0.31681567243368347,0.10896580744425097,0.25860002370987045,0.32260776557124793,0.3053681957809486,0.4204639635837389,0.27654551228706825,0.2410420900445255,0.31608136333139714,0.30105011524424796,0.31208006162957685,0.30173739700194446,0.20016085699126882,0.11928332455905985,0.20969962224205432,0.19866743361041075,0.27376550064719696,0.2802345349279108,0.3608853485871893,0.13477666815430048,0.3043578463196289,0.3981372063063383,0.13689528403243853,0.22765193452581528,0.2290916090469935,0.34996441213207957,0.2913915133261203,0.30531259960003077,0.23155400682149135,0.2914001088918469,0.21084518384476364,0.23531219093761369,0.26194021020866154,0.12148414521721743,0.27124530779579886,0.2650038202473208,0.2386015322211914,0.14524995764364923,0.2949257572070381,0.2546072265533653,0.352703342654597,0.4465166343100063,0.33934408351785356
pigeon,0.25978223915492227,0.21845400247816799,0.2103888806597832,0.35068030657390203,0.2897926698521747,0.1528158496432039,0.22448632274114755,0.2153538056748582,0.23241490649185514,0.22746447004482592,0.3672388276851083,0.12045183571479508,0.2467020371809796,0.19782543182882914,0.2192200915642872,0.3030186031625386,0.2146524689893575,0.15105503778735696,0.17658162131604677,0.1649756213335627,0.1803111295680493,0.179644314452591,0.21563419480550516,0.21140537428131978,0.25871544426756515,0.23875853788313459,0.17428224907267806,0.19683038239517975,0.24501428365451736,0.15063268638450614,0.34897926438693383,0.24145889525037675,0.16733657756166284,0.25400505774831394,0.15891759371785516,0.15893596349108421,0.18248494863293582,0.17547671447125548,0.1477635017889297,0.2468590188432861,0.14268624593089582,0.14273311834646218,0.1261206900537127,0.13540839762598877,0.26544001304509857,0.17799815809847405,0.1395109618957204,0.12075579726453255,0.23817565590366266,0.21557602593101033,0.2102274705997657,0.21688855070970645,0.2350026549234525
polarbear,0.22504866415398558,0.24567787754287174,0.22446394701903888,0.17097052387092235,0.1472082964161436,0.1410436246199044,0.15234816032121437,0.1933044755824758,0.1282776956392358,0.1781603102041359,0.17659493123692202,0.044766588273815806,0.06102793490439586,0.1916917016962364,0.24670099274336263,0.3204167004021848,0.2612222820635701,0.35540299958740434,0.19282322791669013,0.18680671606315805,0.23112750559106174,0.18145277580429076,0.23537403645308497,0.2523725744161742,0.1316856474982595,0.11138092894606369,0.24880525029892847,0.17588508293418753,0.29103767433431843,0.20915218486200485,0.20591570889236116,0.3083668137931816,0.1874628135200684,0.17457966703560474,0.12582695401561225,0.23069097113692474,0.255244168015353,0.20382035413918137,0.19722112853810056,0.16639028702430472,0.18399203008124432,0.1588757391152629,0.22741808061020158,0.2275638918897676,0.18954257751322062,0.22459262716674142,0.17772783509963183,0.09688334555743576,0.16518717336314567,0.1759016063396099,0.1853477609830724,0.2464843300548405,0.15727599949099194
rhino,0.2998010420224255,0.2552154064175477,0.21646614449964624,0.2643190428344437,0.2725188739307385,0.07530599896392799,0.10666851795000679,0.14539347893559093,0.06335218618034306,0.22866531384915004,0.24565854376248453,0.10994019034381113,0.14816954249219016,0.21461357669475697,0.16061129414272174,0.2044957002574171,0.24383455866441414,0.30091499916041065,0.24979686767501544,0.27863170520983827,0.28233412339206493,0.294150561104928,0.22796327291092067,0.1681386847609072,0.1172314126476554,0.14220867635749004,0.2876312077476427,0.27185847731782975,0.28178982056811686,0.1335694872485578,0.26982269316785035,0.3768744402063822,0.18127488975205486,0.09824339698294474,0.18356397711653732,0.296682606752715,0.3204670870590776,0.17933012790040534,0.17293937738619702,0.1284639335431207,0.1752322267434459,0.1380509683010544,0.2858577806788328,0.18977345058012057,0.20151083222941538,0.16396660037788974,0.22817332473877816,0.205957325080249,0.1974030267915302,0.1374641559874932,0.15740167040469613,0.3942460310629616,0.26072752413340156
shark,0.25734367892230664,0.318830819368317,0.269153737905405,0.2565221133004804,0.2566794307581808,0.12016264220283249,0.19471232272060607,0.14595810447782837,0.10548585218188578,0.17721366736813662,0.29068280887642756,0.1416183623205873,0.19396531608110437,0.17947417369425187,0.16752223001361696,0.2606596251696055,0.23554855146927192,0.14170144567409867,0.21975847513219696,0.2353371357714526,0.24489461496489315,0.2140880898216437,0.3158458554434359,0.22107568506056124,0.23893365720968293,0.16897234599188785,0.2664793241467365,0.15088995949696835,0.30775074273986724,0.23900424371582688,0.368334122569987,0.3505502570381369,0.21566072922582433,0.1840257337149185,0.16622027812771545,0.34140941723995033,0.29773585647631423,0.4107145369650004,0.22276064206605903,0.1781606672877111,0.24437692612542755,0.24445557490642375,0.28663173766152,0.12452178772849701,0.22436318465593755,0.25373486644592114,0.2333378912007525,0.11939701533473271,0.19990475949895495,0.15177697330189405,0.17253641981609688,0.2947640313986933,0.2919207198212839
sheep,0.20206038844430146,0.26545069932344856,0.29300167432142427,0.33088952580114966,0.3094924138616525,0.16087404868272726,0.33476935402470204,0.29625305643443794,0.15609869125338086,0.29207300993967067,0.32704697146689504,0.12762741668876004,0.2660614663802834,0.4823251887499545,0.18388071136121809,0.2822169692278207,0.405281803054471,0.21619269952574618,0.30081926466556724,0.3015465406306111,0.21309513880011466,0.3534697186996219,0.2291527292186918,0.13809397896255604,0.1506313879507151,0.16592734806623483,0.24138035567055957,0.1690862580753472,0.2529676124123164,0.12477576320869133,0.25731893387635524,0.2650087497405314,0.20731182889695693,0.13496886630797247,0.3067756498095209,0.33468033923826085,0.1688145232014897,0.1808664667704666,0.16655750501223882,0.295829931544446,0.196497290944783,0.17718114647949695,0.14057743658620836,0.23783279171763969,0.22377952719761512,0.18854407313857455,0.17053277418623064,0.14146316945239173,0.26298184048662937,0.22890629049968048,0.6138606371277974,0.3949304788674984,0.27507154570105385
skunk,0.33092831663365013,0.3945315292785787,0.44002877997581613,0.4207289292887274,0.4097965726426016,0.09998614922458084,0.19746064116364828,0.22606512935230794,0.12101933213645076,0.31126722492901315,0.30071790594562897,0.07963536276219162,0.12521764901257723,0.17790574291852668,0.3157050926137274,0.44898960409498034,0.3693914109652687,0.40035733094562687,0.29596272190686274,0.2677985409120344,0.3303676896886361,0.22840148774519664,0.309277035203078,0.12970715601760052,0.22311181437740665,0.1917817720395235,0.2245537247280327,0.24948174098487555,0.3737353327515472,0.1970093648205919,0.3502115490143797,0.4409766650027634,0.13739217043436788,0.24249315501014856,0.19298433838870058,0.3156987855399375,0.3509641924556592,0.4339601848344945,0.34878111428900144,0.21396813611927787,0.19939256751722947,0.2022184755478882,0.26167245343491696,0.22640162440918718,0.252203258735448,0.21846345579679888,0.2587656903639163,0.13726507711320363,0.3245819707272696,0.33887583487539813,0.1610877500311549,0.4726650637826336,0.3334660270767594
sloth,0.17688889195272828,0.35912231863721406,0.32117458123642145,0.32078652956562553,0.30487424141426017,0.11471731580374177,0.2846322232739005,0.22199371334204526,0.04432786820857252,0.19428915378172745,0.36268792437719183,0.11829719637988244,0.1519910053892981,0.1799016904367408,0.22061141450551253,0.2973391299869334,0.26390616235381187,0.21530172057531993,0.22791476563868954,0.23767843050816143,0.3359125623781761,0.19044806089821212,0.2972578794823013,0.16292690096653129,0.17384794895015723,0.13624513472858235,0.12892411623235694,0.1549548509088022,0.26041516599351155,0.24749570834776424,0.408995494861765,0.3301663504323106,0.10784242083332617,0.20246977149140205,0.14666941977699455,0.25403413103903383,0.23014487321307586,0.33985955700283293,0.20565400639861767,0.13610809669168666,0.1380429195819158,0.1967742954768576,0.14797580934471197,0.19501554281221867,0.2711545079766808,0.19495102045524354,0.1556736129001187,0.06916970145447156,0.22290494883099055,0.2831396358643347,0.188751147083789,0.4308335582554428,0.3611418628242465
swan,0.24766984048543336,0.12121655535208722,0.10904469078294321,0.2038343211785831,0.26253163878579056,0.21178196243641506,0.12756033955886875,0.1594959016296147,0.15718696286204475,0.1972678756233626,0.3021211283772507,0.07955971744930401,0.21556868063409795,0.2489158999638742,0.17227967530958296,0.2665932169335823,0.24311505897977573,0.1794550115559557,0.17919164953405967,0.16040799536695097,0.1505793441967778,0.1563760158903148,0.12134809632887458,0.2320276482460285,0.18436373278993984,0.12627994596631595,0.15234373256659106,0.09048920401314986,0.1130267528394153,0.156883576226176,0.1564415715174357,0.1474001223009519,0.22104709582155826,0.2005375487942522,0.17628218583909344,0.13397019032604893,0.18831293840723962,0.15970084580485944,0.09057184853991702,0.21851719394301625,0.10502617073828041,0.13810343569940517,0.21476871795058833,0.1739067818918854,0.15028867120243483,0.12362063249340188,0.06402159733114084,0.10294320045879364,0.17527574640697482,0.16128973725456328,0.1637106656770699,0.2171308877606167,0.15281362286855044
zebra,0.23458272315974607,0.23729487483241993,0.2570254559446329,0.2347818778287953,0.26703553122051105,0.1291606412115187,0.23864661929061576,0.2652069860327919,0.10550016510656023,0.22549516628096458,0.26546420661230824,0.11727046068002803,0.1782548871818974,0.25700672090575444,0.16202254168730032,0.2607939590140671,0.2872271073310238,0.21092375338081124,0.212998128673392,0.24068186295042082,0.2969784457868639,0.2424607174440241,0.20096294155757521,0.19645215941578864,0.05851505939861862,0.14354315656240993,0.2640105609606124,0.12450750837266993,0.20816398262339414,0.15411281147540487,0.33354195370112644,0.30237787709807107,0.19827276777222294,0.13817395306217742,0.1567260146785743,0.28806185703403975,0.2524213852688715,0.21720898287738574,0.21957145184970647,0.18247752839387665,0.2304267426549045,0.21813783110961407,0.2033473766407643,0.2020599157305116,0.23570755699222312,0.18800316678019946,0.16609373566982077,0.10522697060431813,0.2177985356714128,0.174725889920319,0.1891205926445756,0.3770362408747536,0.3012770268595379
