animal1,animal2,language_similarity_simple_dist_shape
bat,bat,0
beaver,bat,1.1027782978084628
boar,bat,0.7921484666997319
cheetah,bat,0.983058550141233
crow,bat,0.7605945752920067
deer,bat,0.9605975398842235
dolphin,bat,1.1065360349348008
elephant,bat,0.8023061424500668
flamingo,bat,0.9158766558945265
giraffe,bat,0.9772600317645875
goat,bat,0.7226571859910212
gorilla,bat,0.8345067292987092
grizzly,bat,0.9417017658438078
hippo,bat,1.116523130292067
lion,bat,0.8427177820736202
llama,bat,1.1671816503396997
mammoth,bat,1.112994962273928
panda,bat,0.7569554861221042
panther,bat,0.8883347060046056
pig,bat,0.7913990116174334
pigeon,bat,1.1732078316056276
rhino,bat,0.8562275962077276
shark,bat,0.7690343254761636
sheep,bat,1.0840305462224753
skunk,bat,0.9800899154153088
sloth,bat,0.8225022560234855
swan,bat,1.1275956856202498
zebra,bat,1.1821476866337197
bat,beaver,1.1027782978084628
beaver,beaver,0
boar,beaver,1.142057647703022
cheetah,beaver,0.9975359375048254
crow,beaver,0.9143356801955096
deer,beaver,0.6779537602627117
dolphin,beaver,0.9466810598405124
elephant,beaver,1.2888520413098161
flamingo,beaver,0.9794853799004116
giraffe,beaver,1.261742743432885
goat,beaver,1.0414304110764432
gorilla,beaver,0.9239351423864424
grizzly,beaver,0.7819354075581819
hippo,beaver,0.9755898202766656
lion,beaver,1.04795225029521
llama,beaver,0.8759099265110908
mammoth,beaver,0.8501908519030266
panda,beaver,0.7576945693844499
panther,beaver,0.8072917101848047
pig,beaver,1.0436511878757262
pigeon,beaver,0.8460862067912257
rhino,beaver,0.9407261243254935
shark,beaver,1.1003617334099904
sheep,beaver,0.8295511143562944
skunk,beaver,0.8531136153559921
sloth,beaver,1.086995439595324
swan,beaver,0.8345492926536522
zebra,beaver,0.8689106954940312
bat,boar,0.7921484666997319
beaver,boar,1.142057647703022
boar,boar,0
cheetah,boar,1.0013108822287773
crow,boar,0.9796349434339277
deer,boar,0.7496078535147292
dolphin,boar,1.0374504398162405
elephant,boar,0.7738290304625569
flamingo,boar,1.113657775523218
giraffe,boar,0.9263981208904911
goat,boar,0.6187487697811663
gorilla,boar,0.8743196339026795
grizzly,boar,1.0412846604231067
hippo,boar,1.0119298385465558
lion,boar,0.682326766123268
llama,boar,1.0549509182414474
mammoth,boar,1.1529025679454954
panda,boar,0.9376498872241492
panther,boar,1.0589919456734127
pig,boar,0.8537049026087536
pigeon,boar,1.096496166066995
rhino,boar,1.044913971222635
shark,boar,0.9862955879681564
sheep,boar,0.8197699796614181
skunk,boar,1.0359696663688152
sloth,boar,0.7312658522031186
swan,boar,1.1568370950319076
zebra,boar,1.1014630319525665
bat,cheetah,0.983058550141233
beaver,cheetah,0.9975359375048254
boar,cheetah,1.0013108822287773
cheetah,cheetah,0
crow,cheetah,0.9199079138911715
deer,cheetah,0.881676659789536
dolphin,cheetah,0.8527715856364603
elephant,cheetah,0.9465959451771265
flamingo,cheetah,0.9022947859887297
giraffe,cheetah,0.787196084022947
goat,cheetah,1.012114521804252
gorilla,cheetah,0.7282010319650072
grizzly,cheetah,0.6986728867519831
hippo,cheetah,1.0031063039259998
lion,cheetah,0.8527844850640691
llama,cheetah,0.904017775786007
mammoth,cheetah,0.9100392075761757
panda,cheetah,0.7416031714775511
panther,cheetah,0.8214459654904391
pig,cheetah,1.0085044754164143
pigeon,cheetah,0.9511570467098849
rhino,cheetah,1.0014737513565317
shark,cheetah,0.8522849791530641
sheep,cheetah,1.0372908784010642
skunk,cheetah,0.8329158662677908
sloth,cheetah,0.9372992961415196
swan,cheetah,1.0578111668949899
zebra,cheetah,0.6942502982584283
bat,crow,0.7605945752920067
beaver,crow,0.9143356801955096
boar,crow,0.9796349434339277
cheetah,crow,0.9199079138911715
crow,crow,0
deer,crow,0.9312522365705264
dolphin,crow,1.1679374180194453
elephant,crow,0.7603354716552198
flamingo,crow,0.5076969212447282
giraffe,crow,0.8881242073821142
goat,crow,0.8217687321614462
gorilla,crow,0.7269799042728724
grizzly,crow,0.7027019328846777
hippo,crow,1.1682034835628785
lion,crow,0.9178790297948843
llama,crow,1.169137300951087
mammoth,crow,0.8526711688900493
panda,crow,0.765892484089899
panther,crow,0.8620391114012447
pig,crow,0.7566941475989296
pigeon,crow,0.9685380673845271
rhino,crow,0.8517146433390872
shark,crow,0.7101030966371578
sheep,crow,1.1119757745676075
skunk,crow,0.8815784014878243
sloth,crow,0.8550538437398902
swan,crow,0.8894087786412432
zebra,crow,1.0685313201241446
bat,deer,0.9605975398842235
beaver,deer,0.6779537602627117
boar,deer,0.7496078535147292
cheetah,deer,0.881676659789536
crow,deer,0.9312522365705264
deer,deer,0
dolphin,deer,0.8767811739312257
elephant,deer,1.0591903909377023
flamingo,deer,1.0339608239365623
giraffe,deer,1.011011791268237
goat,deer,0.8652192660556618
gorilla,deer,0.8967095711830484
grizzly,deer,0.8304671797100304
hippo,deer,0.8777520767259375
lion,deer,0.7115824326736271
llama,deer,0.8628363150322803
mammoth,deer,0.9377306098367274
panda,deer,0.8043209240990641
panther,deer,0.8791938253230636
pig,deer,1.0240875395236844
pigeon,deer,0.851362492456573
rhino,deer,1.0089145431159967
shark,deer,1.0788401956054599
sheep,deer,0.6500273636760757
skunk,deer,0.9051392319127002
sloth,deer,0.9723064728337072
swan,deer,0.9286752081985565
zebra,deer,0.872449822899646
bat,dolphin,1.1065360349348008
beaver,dolphin,0.9466810598405124
boar,dolphin,1.0374504398162405
cheetah,dolphin,0.8527715856364603
crow,dolphin,1.1679374180194453
deer,dolphin,0.8767811739312257
dolphin,dolphin,0
elephant,dolphin,1.2415529469594138
flamingo,dolphin,1.1127830473703406
giraffe,dolphin,1.0736746548295737
goat,dolphin,1.1524922332520007
gorilla,dolphin,0.9539524464209868
grizzly,dolphin,1.0391109799633076
hippo,dolphin,0.7644554793003455
lion,dolphin,1.018752588124919
llama,dolphin,0.8608186795737711
mammoth,dolphin,1.067154112139129
panda,dolphin,0.9086044966564863
panther,dolphin,0.8541646033894839
pig,dolphin,1.2828587230955533
pigeon,dolphin,0.8687020017434064
rhino,dolphin,1.0565993555644022
shark,dolphin,1.015715299119323
sheep,dolphin,1.0236042479286136
skunk,dolphin,0.943903197016488
sloth,dolphin,1.0618791438912447
swan,dolphin,0.9282505748357742
zebra,dolphin,0.7145991483745813
bat,elephant,0.8023061424500668
beaver,elephant,1.2888520413098161
boar,elephant,0.7738290304625569
cheetah,elephant,0.9465959451771265
crow,elephant,0.7603354716552198
deer,elephant,1.0591903909377023
dolphin,elephant,1.2415529469594138
elephant,elephant,0
flamingo,elephant,0.8483507225952931
giraffe,elephant,0.7198781678459267
goat,elephant,0.8082739843697028
gorilla,elephant,0.7456674712022853
grizzly,elephant,1.0309939334874527
hippo,elephant,1.1981114141437477
lion,elephant,0.7347133774392798
llama,elephant,1.3159014890813725
mammoth,elephant,1.0406263514448069
panda,elephant,0.927814335322607
panther,elephant,1.0717030274542843
pig,elephant,0.8425544399579253
pigeon,elephant,1.2213232400165916
rhino,elephant,1.007509354376929
shark,elephant,0.7659867621886824
sheep,elephant,1.194880340754187
skunk,elephant,1.1499970122710619
sloth,elephant,0.8317768709709052
swan,elephant,1.155312745607289
zebra,elephant,1.1876897710708443
bat,flamingo,0.9158766558945265
beaver,flamingo,0.9794853799004116
boar,flamingo,1.113657775523218
cheetah,flamingo,0.9022947859887297
crow,flamingo,0.5076969212447282
deer,flamingo,1.0339608239365623
dolphin,flamingo,1.1127830473703406
elephant,flamingo,0.8483507225952931
flamingo,flamingo,0
giraffe,flamingo,0.8993137166671424
goat,flamingo,1.0037845852182132
gorilla,flamingo,0.7452471875810984
grizzly,flamingo,0.7752280117722802
hippo,flamingo,1.129650444092202
lion,flamingo,0.9955495333547283
llama,flamingo,1.2113878507777889
mammoth,flamingo,0.7829376163308499
panda,flamingo,0.8089842912121764
panther,flamingo,0.8494323238390052
pig,flamingo,0.9241806034031567
pigeon,flamingo,0.9459308731024153
rhino,flamingo,0.8824155351686522
shark,flamingo,0.6667985674508171
sheep,flamingo,1.1964352581219027
skunk,flamingo,0.8782262825475011
sloth,flamingo,0.9570335058015862
swan,flamingo,0.8203373673427643
zebra,flamingo,0.9880054864478179
bat,giraffe,0.9772600317645875
beaver,giraffe,1.261742743432885
boar,giraffe,0.9263981208904911
cheetah,giraffe,0.787196084022947
crow,giraffe,0.8881242073821142
deer,giraffe,1.011011791268237
dolphin,giraffe,1.0736746548295737
elephant,giraffe,0.7198781678459267
flamingo,giraffe,0.8993137166671424
giraffe,giraffe,0
goat,giraffe,0.9482330794355769
gorilla,giraffe,0.9435601635243351
grizzly,giraffe,1.0316285159799918
hippo,giraffe,1.2032847337884094
lion,giraffe,0.9147382460233547
llama,giraffe,1.2907550069661473
mammoth,giraffe,0.9961222446875182
panda,giraffe,1.0534959625143252
panther,giraffe,1.1912926145660339
pig,giraffe,1.1171218760899764
pigeon,giraffe,1.1034719374583208
rhino,giraffe,1.2033064496024128
shark,giraffe,0.824398074994467
sheep,giraffe,1.2327403719674523
skunk,giraffe,1.1905630523920847
sloth,giraffe,0.9761906833819993
swan,giraffe,1.085167067331098
zebra,giraffe,1.016586019935331
bat,goat,0.7226571859910212
beaver,goat,1.0414304110764432
boar,goat,0.6187487697811663
cheetah,goat,1.012114521804252
crow,goat,0.8217687321614462
deer,goat,0.8652192660556618
dolphin,goat,1.1524922332520007
elephant,goat,0.8082739843697028
flamingo,goat,1.0037845852182132
giraffe,goat,0.9482330794355769
goat,goat,0
gorilla,goat,0.7823146083210739
grizzly,goat,0.9484807152716662
hippo,goat,1.1428336636045175
lion,goat,0.8042934631122416
llama,goat,1.0414503017501011
mammoth,goat,1.0804710995899038
panda,goat,0.8719062462847972
panther,goat,1.0540031711279565
pig,goat,0.5790354711761326
pigeon,goat,1.1307336140207143
rhino,goat,0.9388513341887693
shark,goat,0.9480643264392112
sheep,goat,0.7692477249526717
skunk,goat,0.9915051643146733
sloth,goat,0.7496412978582189
swan,goat,1.0932248600552137
zebra,goat,1.0744208250963154
bat,gorilla,0.8345067292987092
beaver,gorilla,0.9239351423864424
boar,gorilla,0.8743196339026795
cheetah,gorilla,0.7282010319650072
crow,gorilla,0.7269799042728724
deer,gorilla,0.8967095711830484
dolphin,gorilla,0.9539524464209868
elephant,gorilla,0.7456674712022853
flamingo,gorilla,0.7452471875810984
giraffe,gorilla,0.9435601635243351
goat,gorilla,0.7823146083210739
gorilla,gorilla,0
grizzly,gorilla,0.7232346626019366
hippo,gorilla,0.9818825327332049
lion,gorilla,0.812096690692645
llama,gorilla,0.9258915414110263
mammoth,gorilla,0.8832414977536207
panda,gorilla,0.5686868706779155
panther,gorilla,0.7668069663696436
pig,gorilla,0.7087968064713438
pigeon,gorilla,1.0198244327313866
rhino,gorilla,0.7310673853327545
shark,gorilla,0.7114380548154339
sheep,gorilla,0.9382867919357777
skunk,gorilla,0.7490565798882562
sloth,gorilla,0.7409329996213637
swan,gorilla,0.9962847035736031
zebra,gorilla,0.8519153844089775
bat,grizzly,0.9417017658438078
beaver,grizzly,0.7819354075581819
boar,grizzly,1.0412846604231067
cheetah,grizzly,0.6986728867519831
crow,grizzly,0.7027019328846777
deer,grizzly,0.8304671797100304
dolphin,grizzly,1.0391109799633076
elephant,grizzly,1.0309939334874527
flamingo,grizzly,0.7752280117722802
giraffe,grizzly,1.0316285159799918
goat,grizzly,0.9484807152716662
gorilla,grizzly,0.7232346626019366
grizzly,grizzly,0
hippo,grizzly,1.056334398516851
lion,grizzly,0.9386763448747192
llama,grizzly,0.8661848765551102
mammoth,grizzly,0.7625709956472552
panda,grizzly,0.685501555248131
panther,grizzly,0.7386098317744826
pig,grizzly,0.8527713978401806
pigeon,grizzly,0.9578107066734461
rhino,grizzly,0.8147552133397116
shark,grizzly,0.8880414743412878
sheep,grizzly,0.944304002088298
skunk,grizzly,0.7312940295057244
sloth,grizzly,0.8806877928783635
swan,grizzly,0.9811542463675876
zebra,grizzly,0.8512930228958345
bat,hippo,1.116523130292067
beaver,hippo,0.9755898202766656
boar,hippo,1.0119298385465558
cheetah,hippo,1.0031063039259998
crow,hippo,1.1682034835628785
deer,hippo,0.8777520767259375
dolphin,hippo,0.7644554793003455
elephant,hippo,1.1981114141437477
flamingo,hippo,1.129650444092202
giraffe,hippo,1.2032847337884094
goat,hippo,1.1428336636045175
gorilla,hippo,0.9818825327332049
grizzly,hippo,1.056334398516851
hippo,hippo,0
lion,hippo,0.9696589056291525
llama,hippo,0.8853740648861308
mammoth,hippo,1.0238944607087206
panda,hippo,0.9094304092301188
panther,hippo,0.8583514343267316
pig,hippo,1.229893554450768
pigeon,hippo,0.9250919260957217
rhino,hippo,1.0555346867396902
shark,hippo,1.198383448347927
sheep,hippo,0.8946837142826359
skunk,hippo,1.0350595548841777
sloth,hippo,0.9734962506583895
swan,hippo,0.9362558116522096
zebra,hippo,0.8821585281587937
bat,lion,0.8427177820736202
beaver,lion,1.04795225029521
boar,lion,0.682326766123268
cheetah,lion,0.8527844850640691
crow,lion,0.9178790297948843
deer,lion,0.7115824326736271
dolphin,lion,1.018752588124919
elephant,lion,0.7347133774392798
flamingo,lion,0.9955495333547283
giraffe,lion,0.9147382460233547
goat,lion,0.8042934631122416
gorilla,lion,0.812096690692645
grizzly,lion,0.9386763448747192
hippo,lion,0.9696589056291525
lion,lion,0
llama,lion,1.103327307820518
mammoth,lion,1.061651326484341
panda,lion,0.8274165486780355
panther,lion,0.8261953180297142
pig,lion,0.9321123139519709
pigeon,lion,1.1439754730905314
rhino,lion,0.9917111104831239
shark,lion,1.0147195853702757
sheep,lion,0.9404829191816961
skunk,lion,1.0068610722864995
sloth,lion,0.9400874167882822
swan,lion,1.034843862010779
zebra,lion,1.0581170154784683
bat,llama,1.1671816503396997
beaver,llama,0.8759099265110908
boar,llama,1.0549509182414474
cheetah,llama,0.904017775786007
crow,llama,1.169137300951087
deer,llama,0.8628363150322803
dolphin,llama,0.8608186795737711
elephant,llama,1.3159014890813725
flamingo,llama,1.2113878507777889
giraffe,llama,1.2907550069661473
goat,llama,1.0414503017501011
gorilla,llama,0.9258915414110263
grizzly,llama,0.8661848765551102
hippo,llama,0.8853740648861308
lion,llama,1.103327307820518
llama,llama,0
mammoth,llama,1.0849192556011338
panda,llama,0.8188696008245597
panther,llama,0.8560056183257587
pig,llama,1.045489520849361
pigeon,llama,0.9227326271172319
rhino,llama,0.9244240875272408
shark,llama,1.2100771065734965
sheep,llama,0.7118835168469766
skunk,llama,0.8131269990456526
sloth,llama,0.9895585607877645
swan,llama,1.173222546372017
zebra,llama,0.7092628336568716
bat,mammoth,1.112994962273928
beaver,mammoth,0.8501908519030266
boar,mammoth,1.1529025679454954
cheetah,mammoth,0.9100392075761757
crow,mammoth,0.8526711688900493
deer,mammoth,0.9377306098367274
dolphin,mammoth,1.067154112139129
elephant,mammoth,1.0406263514448069
flamingo,mammoth,0.7829376163308499
giraffe,mammoth,0.9961222446875182
goat,mammoth,1.0804710995899038
gorilla,mammoth,0.8832414977536207
grizzly,mammoth,0.7625709956472552
hippo,mammoth,1.0238944607087206
lion,mammoth,1.061651326484341
llama,mammoth,1.0849192556011338
mammoth,mammoth,0
panda,mammoth,0.8809794411731798
panther,mammoth,0.9345471233643962
pig,mammoth,1.0886814288620053
pigeon,mammoth,0.9120489166750643
rhino,mammoth,0.8899360986605659
shark,mammoth,0.9039974985758876
sheep,mammoth,1.0205681088175125
skunk,mammoth,1.0237889841635637
sloth,mammoth,1.0223763550665341
swan,mammoth,0.777743464091606
zebra,mammoth,0.9168072520503465
bat,panda,0.7569554861221042
beaver,panda,0.7576945693844499
boar,panda,0.9376498872241492
cheetah,panda,0.7416031714775511
crow,panda,0.765892484089899
deer,panda,0.8043209240990641
dolphin,panda,0.9086044966564863
elephant,panda,0.927814335322607
flamingo,panda,0.8089842912121764
giraffe,panda,1.0534959625143252
goat,panda,0.8719062462847972
gorilla,panda,0.5686868706779155
grizzly,panda,0.685501555248131
hippo,panda,0.9094304092301188
lion,panda,0.8274165486780355
llama,panda,0.8188696008245597
mammoth,panda,0.8809794411731798
panda,panda,0
panther,panda,0.6151946313104864
pig,panda,0.761139693250504
pigeon,panda,0.9096029566993306
rhino,panda,0.6884772560747564
shark,panda,0.7821375617832962
sheep,panda,0.8714697180031347
skunk,panda,0.6623440914687398
sloth,panda,0.8085859136683495
swan,panda,0.9473541214477533
zebra,panda,0.847787386468466
bat,panther,0.8883347060046056
beaver,panther,0.8072917101848047
boar,panther,1.0589919456734127
cheetah,panther,0.8214459654904391
crow,panther,0.8620391114012447
deer,panther,0.8791938253230636
dolphin,panther,0.8541646033894839
elephant,panther,1.0717030274542843
flamingo,panther,0.8494323238390052
giraffe,panther,1.1912926145660339
goat,panther,1.0540031711279565
gorilla,panther,0.7668069663696436
grizzly,panther,0.7386098317744826
hippo,panther,0.8583514343267316
lion,panther,0.8261953180297142
llama,panther,0.8560056183257587
mammoth,panther,0.9345471233643962
panda,panther,0.6151946313104864
panther,panther,0
pig,panther,0.9659365904777906
pigeon,panther,0.9744613446748964
rhino,panther,0.6577410055749903
shark,panther,0.9716937879491406
sheep,panther,0.9836413653929832
skunk,panther,0.7006952604371193
sloth,panther,1.0164409549950164
swan,panther,0.918150645109711
zebra,panther,0.8718005506999524
bat,pig,0.7913990116174334
beaver,pig,1.0436511878757262
boar,pig,0.8537049026087536
cheetah,pig,1.0085044754164143
crow,pig,0.7566941475989296
deer,pig,1.0240875395236844
dolphin,pig,1.2828587230955533
elephant,pig,0.8425544399579253
flamingo,pig,0.9241806034031567
giraffe,pig,1.1171218760899764
goat,pig,0.5790354711761326
gorilla,pig,0.7087968064713438
grizzly,pig,0.8527713978401806
hippo,pig,1.229893554450768
lion,pig,0.9321123139519709
llama,pig,1.045489520849361
mammoth,pig,1.0886814288620053
panda,pig,0.761139693250504
panther,pig,0.9659365904777906
pig,pig,0
pigeon,pig,1.1111564851789533
rhino,pig,0.8711522367103426
shark,pig,0.8657423245085161
sheep,pig,0.8999105074222092
skunk,pig,0.8213054894560172
sloth,pig,0.7961746162701887
swan,pig,1.1945247960206027
zebra,pig,1.1258635093551579
bat,pigeon,1.1732078316056276
beaver,pigeon,0.8460862067912257
boar,pigeon,1.096496166066995
cheetah,pigeon,0.9511570467098849
crow,pigeon,0.9685380673845271
deer,pigeon,0.851362492456573
dolphin,pigeon,0.8687020017434064
elephant,pigeon,1.2213232400165916
flamingo,pigeon,0.9459308731024153
giraffe,pigeon,1.1034719374583208
goat,pigeon,1.1307336140207143
gorilla,pigeon,1.0198244327313866
grizzly,pigeon,0.9578107066734461
hippo,pigeon,0.9250919260957217
lion,pigeon,1.1439754730905314
llama,pigeon,0.9227326271172319
mammoth,pigeon,0.9120489166750643
panda,pigeon,0.9096029566993306
panther,pigeon,0.9744613446748964
pig,pigeon,1.1111564851789533
pigeon,pigeon,0
rhino,pigeon,1.0788613739282833
shark,pigeon,1.0412820474080189
sheep,pigeon,0.9564779601025929
skunk,pigeon,0.9127323038962174
sloth,pigeon,1.0847498155670086
swan,pigeon,0.7604584809160391
zebra,pigeon,0.7336537317992894
bat,rhino,0.8562275962077276
beaver,rhino,0.9407261243254935
boar,rhino,1.044913971222635
cheetah,rhino,1.0014737513565317
crow,rhino,0.8517146433390872
deer,rhino,1.0089145431159967
dolphin,rhino,1.0565993555644022
elephant,rhino,1.007509354376929
flamingo,rhino,0.8824155351686522
giraffe,rhino,1.2033064496024128
goat,rhino,0.9388513341887693
gorilla,rhino,0.7310673853327545
grizzly,rhino,0.8147552133397116
hippo,rhino,1.0555346867396902
lion,rhino,0.9917111104831239
llama,rhino,0.9244240875272408
mammoth,rhino,0.8899360986605659
panda,rhino,0.6884772560747564
panther,rhino,0.6577410055749903
pig,rhino,0.8711522367103426
pigeon,rhino,1.0788613739282833
rhino,rhino,0
shark,rhino,0.9829274063911774
sheep,rhino,0.9617550016087257
skunk,rhino,0.9059987552219988
sloth,rhino,1.0043134344772051
swan,rhino,0.9589279938203562
zebra,rhino,1.0064699405814619
bat,shark,0.7690343254761636
beaver,shark,1.1003617334099904
boar,shark,0.9862955879681564
cheetah,shark,0.8522849791530641
crow,shark,0.7101030966371578
deer,shark,1.0788401956054599
dolphin,shark,1.015715299119323
elephant,shark,0.7659867621886824
flamingo,shark,0.6667985674508171
giraffe,shark,0.824398074994467
goat,shark,0.9480643264392112
gorilla,shark,0.7114380548154339
grizzly,shark,0.8880414743412878
hippo,shark,1.198383448347927
lion,shark,1.0147195853702757
llama,shark,1.2100771065734965
mammoth,shark,0.9039974985758876
panda,shark,0.7821375617832962
panther,shark,0.9716937879491406
pig,shark,0.8657423245085161
pigeon,shark,1.0412820474080189
rhino,shark,0.9829274063911774
shark,shark,0
sheep,shark,1.2300481424113885
skunk,shark,0.8894957508553639
sloth,shark,0.7529217158870755
swan,shark,1.1084826259832872
zebra,shark,1.0641655421941478
bat,sheep,1.0840305462224753
beaver,sheep,0.8295511143562944
boar,sheep,0.8197699796614181
cheetah,sheep,1.0372908784010642
crow,sheep,1.1119757745676075
deer,sheep,0.6500273636760757
dolphin,sheep,1.0236042479286136
elephant,sheep,1.194880340754187
flamingo,sheep,1.1964352581219027
giraffe,sheep,1.2327403719674523
goat,sheep,0.7692477249526717
gorilla,sheep,0.9382867919357777
grizzly,sheep,0.944304002088298
hippo,sheep,0.8946837142826359
lion,sheep,0.9404829191816961
llama,sheep,0.7118835168469766
mammoth,sheep,1.0205681088175125
panda,sheep,0.8714697180031347
panther,sheep,0.9836413653929832
pig,sheep,0.8999105074222092
pigeon,sheep,0.9564779601025929
rhino,sheep,0.9617550016087257
shark,sheep,1.2300481424113885
sheep,sheep,0
skunk,sheep,0.9633099623125588
sloth,sheep,0.937814062318409
swan,sheep,1.0666043922554191
zebra,sheep,0.938947814441018
bat,skunk,0.9800899154153088
beaver,skunk,0.8531136153559921
boar,skunk,1.0359696663688152
cheetah,skunk,0.8329158662677908
crow,skunk,0.8815784014878243
deer,skunk,0.9051392319127002
dolphin,skunk,0.943903197016488
elephant,skunk,1.1499970122710619
flamingo,skunk,0.8782262825475011
giraffe,skunk,1.1905630523920847
goat,skunk,0.9915051643146733
gorilla,skunk,0.7490565798882562
grizzly,skunk,0.7312940295057244
hippo,skunk,1.0350595548841777
lion,skunk,1.0068610722864995
llama,skunk,0.8131269990456526
mammoth,skunk,1.0237889841635637
panda,skunk,0.6623440914687398
panther,skunk,0.7006952604371193
pig,skunk,0.8213054894560172
pigeon,skunk,0.9127323038962174
rhino,skunk,0.9059987552219988
shark,skunk,0.8894957508553639
sheep,skunk,0.9633099623125588
skunk,skunk,0
sloth,skunk,0.9180898444596652
swan,skunk,1.0788253659463247
zebra,skunk,0.8396835437135176
bat,sloth,0.8225022560234855
beaver,sloth,1.086995439595324
boar,sloth,0.7312658522031186
cheetah,sloth,0.9372992961415196
crow,sloth,0.8550538437398902
deer,sloth,0.9723064728337072
dolphin,sloth,1.0618791438912447
elephant,sloth,0.8317768709709052
flamingo,sloth,0.9570335058015862
giraffe,sloth,0.9761906833819993
goat,sloth,0.7496412978582189
gorilla,sloth,0.7409329996213637
grizzly,sloth,0.8806877928783635
hippo,sloth,0.9734962506583895
lion,sloth,0.9400874167882822
llama,sloth,0.9895585607877645
mammoth,sloth,1.0223763550665341
panda,sloth,0.8085859136683495
panther,sloth,1.0164409549950164
pig,sloth,0.7961746162701887
pigeon,sloth,1.0847498155670086
rhino,sloth,1.0043134344772051
shark,sloth,0.7529217158870755
sheep,sloth,0.937814062318409
skunk,sloth,0.9180898444596652
sloth,sloth,0
swan,sloth,1.2120270591618116
zebra,sloth,1.0714359628931165
bat,swan,1.1275956856202498
beaver,swan,0.8345492926536522
boar,swan,1.1568370950319076
cheetah,swan,1.0578111668949899
crow,swan,0.8894087786412432
deer,swan,0.9286752081985565
dolphin,swan,0.9282505748357742
elephant,swan,1.155312745607289
flamingo,swan,0.8203373673427643
giraffe,swan,1.085167067331098
goat,swan,1.0932248600552137
gorilla,swan,0.9962847035736031
grizzly,swan,0.9811542463675876
hippo,swan,0.9362558116522096
lion,swan,1.034843862010779
llama,swan,1.173222546372017
mammoth,swan,0.777743464091606
panda,swan,0.9473541214477533
panther,swan,0.918150645109711
pig,swan,1.1945247960206027
pigeon,swan,0.7604584809160391
rhino,swan,0.9589279938203562
shark,swan,1.1084826259832872
sheep,swan,1.0666043922554191
skunk,swan,1.0788253659463247
sloth,swan,1.2120270591618116
swan,swan,0
zebra,swan,0.8721658492544871
bat,zebra,1.1821476866337197
beaver,zebra,0.8689106954940312
boar,zebra,1.1014630319525665
cheetah,zebra,0.6942502982584283
crow,zebra,1.0685313201241446
deer,zebra,0.872449822899646
dolphin,zebra,0.7145991483745813
elephant,zebra,1.1876897710708443
flamingo,zebra,0.9880054864478179
giraffe,zebra,1.016586019935331
goat,zebra,1.0744208250963154
gorilla,zebra,0.8519153844089775
grizzly,zebra,0.8512930228958345
hippo,zebra,0.8821585281587937
lion,zebra,1.0581170154784683
llama,zebra,0.7092628336568716
mammoth,zebra,0.9168072520503465
panda,zebra,0.847787386468466
panther,zebra,0.8718005506999524
pig,zebra,1.1258635093551579
pigeon,zebra,0.7336537317992894
rhino,zebra,1.0064699405814619
shark,zebra,1.0641655421941478
sheep,zebra,0.938947814441018
skunk,zebra,0.8396835437135176
sloth,zebra,1.0714359628931165
swan,zebra,0.8721658492544871
zebra,zebra,0
